DOI,Compound_Name,IUPAC_Name,IUPAC_Name_Source,SMILES,SMILES_Source,Standard_InChIKey,Standard_InChIKey_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Connectivity_Key
10.1021/acs.jmedchem.6b01912,5,"(2S,4R)-1-((S)-2-(tert-Butyl)-14-((S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-4,13-dioxo-6,9-dioxa-3,12-diazatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,UAQDCZFGBBSHLT-PBSGCNNPSA-N,OPSIN + PUBCHEM,Brd4 long,VHL,Western Blot,HeLa cells,100,nM,24,97,24.0,,UAQDCZFGBBSHLT
10.1021/acs.jmedchem.6b01912,6,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",PUBCHEM,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,PTAMRJLIOCHJMQ-PYNGZGNASA-N,PUBCHEM,Brd3,VHL,Western Blot,HeLa cells,100,nM,24,100,24.0,,PTAMRJLIOCHJMQ
10.1021/acs.jmedchem.6b01912,8,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-12- (tert-butyl)-1,10-dioxo-5,8-dioxa-2,11-diazatridecan-13-oyl)-4- hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,AIFXAXRMMBWMAG-OVLUFEKXSA-N,OPSIN + PUBCHEM,Brd4 short,VHL,Western Blot,HeLa cells,125.9,nM,24,94,24.0,,AIFXAXRMMBWMAG
10.1021/acs.jmedchem.6b01912,8,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-12- (tert-butyl)-1,10-dioxo-5,8-dioxa-2,11-diazatridecan-13-oyl)-4- hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,AIFXAXRMMBWMAG-OVLUFEKXSA-N,OPSIN + PUBCHEM,Brd3,VHL,Western Blot,HeLa cells,158.5,nM,24,74,24.0,,AIFXAXRMMBWMAG
10.1021/acs.jmedchem.6b01912,8,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-12- (tert-butyl)-1,10-dioxo-5,8-dioxa-2,11-diazatridecan-13-oyl)-4- hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,AIFXAXRMMBWMAG-OVLUFEKXSA-N,OPSIN + PUBCHEM,Brd4 long,VHL,Western Blot,HeLa cells,199.5,nM,24,78,24.0,,AIFXAXRMMBWMAG
10.1021/acs.jmedchem.6b01912,7,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[2-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",PUBCHEM,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,LSELSHXLKGXPPF-BOBBFQORSA-N,PUBCHEM,Brd2,VHL,Western Blot,HeLa cells,199.5,nM,24,97,24.0,,LSELSHXLKGXPPF
10.1021/acs.jmedchem.6b01912,5,"(2S,4R)-1-((S)-2-(tert-Butyl)-14-((S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-4,13-dioxo-6,9-dioxa-3,12-diazatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,UAQDCZFGBBSHLT-PBSGCNNPSA-N,OPSIN + PUBCHEM,Brd3,VHL,Western Blot,HeLa cells,316.2,nM,24,97,24.0,,UAQDCZFGBBSHLT
10.1021/acs.jmedchem.6b01912,7,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[2-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",PUBCHEM,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,LSELSHXLKGXPPF-BOBBFQORSA-N,PUBCHEM,Brd3,VHL,Western Blot,HeLa cells,316.2,nM,24,99,24.0,,LSELSHXLKGXPPF
10.1021/acs.jmedchem.6b01912,5,"(2S,4R)-1-((S)-2-(tert-Butyl)-14-((S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-4,13-dioxo-6,9-dioxa-3,12-diazatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C4=NN=C7C)=O)=O)C(C)(C)C)=O)C1,PAPER,UAQDCZFGBBSHLT-PBSGCNNPSA-N,OPSIN + PUBCHEM,Brd2,VHL,Western Blot,HeLa cells,631,nM,24,93,24.0,,UAQDCZFGBBSHLT
10.1021/acs.jmedchem.6b01912,8,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-12- (tert-butyl)-1,10-dioxo-5,8-dioxa-2,11-diazatridecan-13-oyl)-4- hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,AIFXAXRMMBWMAG-OVLUFEKXSA-N,OPSIN + PUBCHEM,Brd2,VHL,Western Blot,HeLa cells,,,,37,24.0,,AIFXAXRMMBWMAG
10.1021/acs.jmedchem.6b01912,9,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-15- (tert-butyl)-1,13-dioxo-5,8,11-trioxa-2,14-diazahexadecan-16- oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,FYSWLIFIYIVHPI-DDWISSAJSA-N,OPSIN + PUBCHEM,Brd2,VHL,Western Blot,HeLa cells,,,,43,24.0,,FYSWLIFIYIVHPI
10.1021/acs.jmedchem.6b01912,10,"(2S,4R)-1-((S)-1-(4-((2S,4R)-1-Acetyl-4-((4-chlorophenyl)- amino)-2-methyl-1,2,3,4-tetrahydroquinolin-6-yl)phenyl)-18- (tert-butyl)-1,16-dioxo-5,8,11,14-tetraoxa-2,17-diazanonadecan-19-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)- benzyl)pyrrolidine-2-carboxamide",PAPER,O[C@@H]1C[C@@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)N(C([C@@H](NC(COCCOCCOCCOCCNC(C(C=C4)=CC=C4C5=CC([C@H](NC6=CC=C(Cl)C=C6)C[C@H](C)N7C(C)=O)=C7C=C5)=O)=O)C(C)(C)C)=O)C1,PAPER,UHWNJFZTYJNBAN-HYXXSBGTSA-N,OPSIN + PUBCHEM,Brd2,VHL,Western Blot,HeLa cells,,,,26,24.0,,UHWNJFZTYJNBAN
10.1021/acscentsci.2c01369,PRZ-18002,"2-(2-(4-(5'-(Cyclopropylcarbamoyl)-2′-methyl-[1,1'-biphenyl]-4-carbonyl)phenoxy)ethoxy)ethyl (2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)carbamate",PAPER,O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NC(OCCOCCOC1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)C1=C(C=CC(=C1)C(NC1CC1)=O)C)=O)=O)=O,OPSIN,FSJAJERSBHEGMN-UHFFFAOYSA-N,OPSIN + PUBCHEM,p-p38,CRBN,Immunoblotting,HEK293T,93,nM,24,,,,FSJAJERSBHEGMN
10.1021/acscentsci.2c01369,PRZ-18002,"2-(2-(4-(5'-(Cyclopropylcarbamoyl)-2′-methyl-[1,1'-biphenyl]-4-carbonyl)phenoxy)ethoxy)ethyl (2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)carbamate",PAPER,O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NC(OCCOCCOC1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)C1=C(C=CC(=C1)C(NC1CC1)=O)C)=O)=O)=O,OPSIN,FSJAJERSBHEGMN-UHFFFAOYSA-N,OPSIN + PUBCHEM,Flag-tagged p38,CRBN,Immunoblotting,HEK293T,7309,nM,24,,,,FSJAJERSBHEGMN
10.1021/jacs.9b13907,NC-1,"4-((19-((S)-3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidin-1-yl)-19-oxo-3,6,9,12-tetraoxanonadecyl)oxy)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione",PAPER,NC1=C2C(=NC=N1)N(N=C2C2=CC=C(C=C2)OC2=CC=CC=C2)[C@@H]2CN(CCC2)C(CCCCCCOCCOCCOCCOCCOC2=C1C(N(C(C1=CC=C2)=O)C2C(NC(CC2)=O)=O)=O)=O,OPSIN,QSLUWEWRUWTRBT-DIHCPYQKSA-N,OPSIN,BTK,CRBN,Western Blot,Mino,2.2,nM,24,97,24.0,,QSLUWEWRUWTRBT
10.1021/jacs.9b13907,IR-1,"4-(((E)-19-((R)-3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidin-1-yl)-19-oxo-3,6,9,12,15-pentaoxanonadec-17-en-1-yl)oxy)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione",PAPER,NC1=C2C(=NC=N1)N(N=C2C2=CC=C(C=C2)OC2=CC=CC=C2)[C@H]2CN(CCC2)C(/C=C/COCCOCCOCCOCCOCCOC2=C1C(N(C(C1=CC=C2)=O)C2C(NC(CC2)=O)=O)=O)=O,OPSIN,AWOLTJZICWTLFS-AHDGVXFFSA-N,OPSIN + PUBCHEM,BTK,CRBN,Western Blot,Mino,<10,nM,24,~90,24.0,,AWOLTJZICWTLFS
10.1021/jacs.9b13907,IR-2,"4-(((E)-19-((S)-3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidin-1-yl)-19-oxo-3,6,9,12-tetraoxanonadec-17-en-1-yl)oxy)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione",PAPER,NC1=C2C(=NC=N1)N(N=C2C2=CC=C(C=C2)OC2=CC=CC=C2)[C@@H]2CN(CCC2)C(/C=C/CCCCOCCOCCOCCOCCOC2=C1C(N(C(C1=CC=C2)=O)C2C(NC(CC2)=O)=O)=O)=O,OPSIN,ZJJZBBBSQKVNHL-WZTMTBKDSA-N,OPSIN,BTK,CRBN,Western Blot,Mino,<10,nM,24,~90,24.0,,ZJJZBBBSQKVNHL
10.1021/jacs.9b13907,RC-3,"18-((S)-3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidine-1-carbonyl)-1-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)oxy)-16,16-dimethyl-3,6,9,12-tetraoxanonadec-17-ene-19-nitrile",PAPER,NC1=C2C(=NC=N1)N(N=C2C2=CC=C(C=C2)OC2=CC=CC=C2)[C@@H]2CN(CCC2)C(=O)C(=CC(CCCOCCOCCOCCOCCOC2=C1C(N(C(C1=CC=C2)=O)C2C(NC(CC2)=O)=O)=O)(C)C)C#N,OPSIN,DEABZGHTSXTNRF-ZGLUAFTOSA-N,OPSIN,BTK,CRBN,Western Blot,Mino,<10,nM,24,~90,24.0,,DEABZGHTSXTNRF
10.1021/jacs.9b13907,NC-1,"4-((19-((S)-3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidin-1-yl)-19-oxo-3,6,9,12-tetraoxanonadecyl)oxy)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione",PAPER,NC1=C2C(=NC=N1)N(N=C2C2=CC=C(C=C2)OC2=CC=CC=C2)[C@@H]2CN(CCC2)C(CCCCCCOCCOCCOCCOCCOC2=C1C(N(C(C1=CC=C2)=O)C2C(NC(CC2)=O)=O)=O)=O,OPSIN,QSLUWEWRUWTRBT-DIHCPYQKSA-N,OPSIN,BTK,CRBN,Western Blot,primary cells from chronic lymphocytic leukemia (CLL) patients,<100,nM,18,,,,QSLUWEWRUWTRBT
10.1021/jacs.9b13907,IR-2,"4-(((E)-19-((S)-3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidin-1-yl)-19-oxo-3,6,9,12-tetraoxanonadec-17-en-1-yl)oxy)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione",PAPER,NC1=C2C(=NC=N1)N(N=C2C2=CC=C(C=C2)OC2=CC=CC=C2)[C@@H]2CN(CCC2)C(/C=C/CCCCOCCOCCOCCOCCOC2=C1C(N(C(C1=CC=C2)=O)C2C(NC(CC2)=O)=O)=O)=O,OPSIN,ZJJZBBBSQKVNHL-WZTMTBKDSA-N,OPSIN,BTK,CRBN,Western Blot,primary cells from chronic lymphocytic leukemia (CLL) patients,<100,nM,18,,,,ZJJZBBBSQKVNHL
10.1021/jacs.9b13907,RC-2,"(Z)-18-((S)-3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidine-1-carbonyl)-1-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)oxy)-3,6,9,12-tetraoxanonadec-17-ene-19-nitrile",PAPER,NC1=C2C(=NC=N1)N(N=C2C2=CC=C(C=C2)OC2=CC=CC=C2)[C@@H]2CN(CCC2)C(=O)\C(=C/CCCCOCCOCCOCCOCCOC2=C1C(N(C(C1=CC=C2)=O)C2C(NC(CC2)=O)=O)=O)\C#N,OPSIN,JLHRNNVFNFHLTO-GLOKRBAFSA-N,OPSIN,BTK,CRBN,Western Blot,primary cells from chronic lymphocytic leukemia (CLL) patients,<100,nM,18,,,,JLHRNNVFNFHLTO
10.1021/jacs.9b13907,RC-3,"18-((S)-3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidine-1-carbonyl)-1-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)oxy)-16,16-dimethyl-3,6,9,12-tetraoxanonadec-17-ene-19-nitrile",PAPER,NC1=C2C(=NC=N1)N(N=C2C2=CC=C(C=C2)OC2=CC=CC=C2)[C@@H]2CN(CCC2)C(=O)C(=CC(CCCOCCOCCOCCOCCOC2=C1C(N(C(C1=CC=C2)=O)C2C(NC(CC2)=O)=O)=O)(C)C)C#N,OPSIN,DEABZGHTSXTNRF-ZGLUAFTOSA-N,OPSIN,BTK,CRBN,Western Blot,primary cells from chronic lymphocytic leukemia (CLL) patients,<100,nM,18,,,,DEABZGHTSXTNRF
10.1038/s41467-021-21159-7,SJF-0628,"(2S,4R)-1-((S)-2-(2-(4-(4-(3-(2,6-difluoro-3-(propylsulfonamido)benzoyl)-1H-pyrrolo[2,3-b]pyridin-5-yl)phenyl)piperazin-1-yl)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,FC1=C(C(=O)C2=CNC3=NC=C(C=C32)C3=CC=C(C=C3)N3CCN(CC3)CC(=O)N[C@H](C(=O)N3[C@@H](C[C@H](C3)O)C(=O)NCC3=CC=C(C=C3)C3=C(N=CS3)C)C(C)(C)C)C(=CC=C1NS(=O)(=O)CCC)F,OPSIN,MBCAVOCJJAQHHT-FGUOTCRGSA-N,OPSIN,BRAFV600E,VHL,Western Blot,SK-MEL-28,6.8,nM,,>95,,,MBCAVOCJJAQHHT
10.1038/s41467-021-21159-7,SJF-0628,"(2S,4R)-1-((S)-2-(2-(4-(4-(3-(2,6-difluoro-3-(propylsulfonamido)benzoyl)-1H-pyrrolo[2,3-b]pyridin-5-yl)phenyl)piperazin-1-yl)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,FC1=C(C(=O)C2=CNC3=NC=C(C=C32)C3=CC=C(C=C3)N3CCN(CC3)CC(=O)N[C@H](C(=O)N3[C@@H](C[C@H](C3)O)C(=O)NCC3=CC=C(C=C3)C3=C(N=CS3)C)C(C)(C)C)C(=CC=C1NS(=O)(=O)CCC)F,OPSIN,MBCAVOCJJAQHHT-FGUOTCRGSA-N,OPSIN,BRAFG469A,VHL,Western Blot,SK-MEL-246,15,nM,,>95,,,MBCAVOCJJAQHHT
10.1038/s41467-021-21159-7,SJF-0628,"(2S,4R)-1-((S)-2-(2-(4-(4-(3-(2,6-difluoro-3-(propylsulfonamido)benzoyl)-1H-pyrrolo[2,3-b]pyridin-5-yl)phenyl)piperazin-1-yl)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,FC1=C(C(=O)C2=CNC3=NC=C(C=C32)C3=CC=C(C=C3)N3CCN(CC3)CC(=O)N[C@H](C(=O)N3[C@@H](C[C@H](C3)O)C(=O)NCC3=CC=C(C=C3)C3=C(N=CS3)C)C(C)(C)C)C(=CC=C1NS(=O)(=O)CCC)F,OPSIN,MBCAVOCJJAQHHT-FGUOTCRGSA-N,OPSIN,BRAFG466V,VHL,Western Blot,CAL-12-T,23,nM,,>90,,,MBCAVOCJJAQHHT
10.1038/s41467-021-21159-7,SJF-0628,"(2S,4R)-1-((S)-2-(2-(4-(4-(3-(2,6-difluoro-3-(propylsulfonamido)benzoyl)-1H-pyrrolo[2,3-b]pyridin-5-yl)phenyl)piperazin-1-yl)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,FC1=C(C(=O)C2=CNC3=NC=C(C=C32)C3=CC=C(C=C3)N3CCN(CC3)CC(=O)N[C@H](C(=O)N3[C@@H](C[C@H](C3)O)C(=O)NCC3=CC=C(C=C3)C3=C(N=CS3)C)C(C)(C)C)C(=CC=C1NS(=O)(=O)CCC)F,OPSIN,MBCAVOCJJAQHHT-FGUOTCRGSA-N,OPSIN,BRAFG466V,VHL,Western Blot,H1666,29,nM,,>80,,,MBCAVOCJJAQHHT
10.1038/s41467-021-21159-7,SJF-0628,"(2S,4R)-1-((S)-2-(2-(4-(4-(3-(2,6-difluoro-3-(propylsulfonamido)benzoyl)-1H-pyrrolo[2,3-b]pyridin-5-yl)phenyl)piperazin-1-yl)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,FC1=C(C(=O)C2=CNC3=NC=C(C=C32)C3=CC=C(C=C3)N3CCN(CC3)CC(=O)N[C@H](C(=O)N3[C@@H](C[C@H](C3)O)C(=O)NCC3=CC=C(C=C3)C3=C(N=CS3)C)C(C)(C)C)C(=CC=C1NS(=O)(=O)CCC)F,OPSIN,MBCAVOCJJAQHHT-FGUOTCRGSA-N,OPSIN,BRAF-p61V600E,VHL,Western Blot,SK-MEL-239 C4,72,nM,,>80,,,MBCAVOCJJAQHHT
10.1038/s41467-021-21159-7,SJF-0628,"(2S,4R)-1-((S)-2-(2-(4-(4-(3-(2,6-difluoro-3-(propylsulfonamido)benzoyl)-1H-pyrrolo[2,3-b]pyridin-5-yl)phenyl)piperazin-1-yl)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,FC1=C(C(=O)C2=CNC3=NC=C(C=C32)C3=CC=C(C=C3)N3CCN(CC3)CC(=O)N[C@H](C(=O)N3[C@@H](C[C@H](C3)O)C(=O)NCC3=CC=C(C=C3)C3=C(N=CS3)C)C(C)(C)C)C(=CC=C1NS(=O)(=O)CCC)F,OPSIN,MBCAVOCJJAQHHT-FGUOTCRGSA-N,OPSIN,BRAF-p61V600E,VHL,Western Blot,HCC-364 vr1,147,nM,,>90,,,MBCAVOCJJAQHHT
10.1038/s41467-021-21159-7,SJF-0628,"(2S,4R)-1-((S)-2-(2-(4-(4-(3-(2,6-difluoro-3-(propylsulfonamido)benzoyl)-1H-pyrrolo[2,3-b]pyridin-5-yl)phenyl)piperazin-1-yl)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",PAPER,FC1=C(C(=O)C2=CNC3=NC=C(C=C32)C3=CC=C(C=C3)N3CCN(CC3)CC(=O)N[C@H](C(=O)N3[C@@H](C[C@H](C3)O)C(=O)NCC3=CC=C(C=C3)C3=C(N=CS3)C)C(C)(C)C)C(=CC=C1NS(=O)(=O)CCC)F,OPSIN,MBCAVOCJJAQHHT-FGUOTCRGSA-N,OPSIN,BRAFV600E,VHL,Western Blot,A375 xenograft,,,,>90,72.0,,MBCAVOCJJAQHHT
10.1038/s41467-021-27210-x,753b,"(2S,4R)-1-((S)-2-(8-(4-(((R)-4'-chloro-4-methyl-6-((4-(4-(((4-(((R)-4-morpholino-1-(phenylthio)butan-2-yl)amino)-3-((trifluoromethyl)sulfonyl)phenyl)sulfonyl)carbamoyl)phenyl)piperazin-1-yl)methyl)-2,3,4,5-tetrahydro-[1,1'-biphenyl]-4-yl)methyl)piperazin-1-yl)-8-oxooctanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)pyrrolidine-2-carboxamide ",PAPER,ClC1=CC=C(C=C1)C=1CC[C@@](CC1CN1CCN(CC1)C1=CC=C(C=C1)C(NS(=O)(=O)C1=CC(=C(C=C1)N[C@@H](CSC1=CC=CC=C1)CCN1CCOCC1)S(=O)(=O)C(F)(F)F)=O)(C)CN1CCN(CC1)C(CCCCCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(=O)N[C@@H](C)C1=CC=C(C=C1)C1=C(N=CS1)C)C(C)(C)C)=O,OPSIN,KQEMZZJSHJCPSI-RYFXIQSLSA-N,OPSIN,BCL-xL,VHL,Immunoblot,293T,6,nM,16,,,,KQEMZZJSHJCPSI
