DOI,Compound_Name,IUPAC_Name,SMILES,SMILES_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Standard_InChIKey,Standard_InChIKey_Source,IUPAC_Name_Source,Connectivity_Key
10.1021/acs.jmedchem.1c02179,9,"(2S,4R)-1-((S)-2-(2-((9-(2-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-2-oxoethoxy)nonyl)oxy)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)COCCCCCCCCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,550.0 ± 180.0,nM,24,74,24,,BOXZMOCGSKLDAH-OUZJXKGJSA-N,OPSIN,,BOXZMOCGSKLDAH
10.1021/acs.jmedchem.1c02179,9,"(2S,4R)-1-((S)-2-(2-((9-(2-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-2-oxoethoxy)nonyl)oxy)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)COCCCCCCCCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,52,24,,BOXZMOCGSKLDAH-OUZJXKGJSA-N,OPSIN,,BOXZMOCGSKLDAH
10.1021/acs.jmedchem.1c02179,9,"(2S,4R)-1-((S)-2-(2-((9-(2-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-2-oxoethoxy)nonyl)oxy)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)COCCCCCCCCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,530.0 ± 130.0,nM,24,68,24,,BOXZMOCGSKLDAH-OUZJXKGJSA-N,OPSIN,,BOXZMOCGSKLDAH
10.1021/acs.jmedchem.1c02179,10,"(2S,4R)-1-((S)-2-(2-(2-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-2-oxoethoxy)ethoxy)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@H]1CN([C@@H](C1)C(=O)NCc1ccc(cc1)c1scnc1C)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,13,24,,LDFNYUSMNVVOAO-FHRXIHKVSA-N,PUBCHEM,,LDFNYUSMNVVOAO
10.1021/acs.jmedchem.1c02179,10,"(2S,4R)-1-((S)-2-(2-(2-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-2-oxoethoxy)ethoxy)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@H]1CN([C@@H](C1)C(=O)NCc1ccc(cc1)c1scnc1C)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,6,24,,LDFNYUSMNVVOAO-FHRXIHKVSA-N,PUBCHEM,,LDFNYUSMNVVOAO
10.1021/acs.jmedchem.1c02179,10,"(2S,4R)-1-((S)-2-(2-(2-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-2-oxoethoxy)ethoxy)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@H]1CN([C@@H](C1)C(=O)NCc1ccc(cc1)c1scnc1C)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,24,24,,LDFNYUSMNVVOAO-FHRXIHKVSA-N,PUBCHEM,,LDFNYUSMNVVOAO
10.1021/acs.jmedchem.1c02179,11,"(2S,4R)-1-((S)-14-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-2-(tert-butyl)-4,14-dioxo-6,9,12-trioxa-3-azatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@H]1CN([C@@H](C1)C(=O)NCc1ccc(cc1)c1scnc1C)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,29,24,,MNUQUYIPHCWRAK-MNYREFGISA-N,OPSIN,,MNUQUYIPHCWRAK
10.1021/acs.jmedchem.1c02179,11,"(2S,4R)-1-((S)-14-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-2-(tert-butyl)-4,14-dioxo-6,9,12-trioxa-3-azatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@H]1CN([C@@H](C1)C(=O)NCc1ccc(cc1)c1scnc1C)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,14,24,,MNUQUYIPHCWRAK-MNYREFGISA-N,OPSIN,,MNUQUYIPHCWRAK
10.1021/acs.jmedchem.1c02179,11,"(2S,4R)-1-((S)-14-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-2-(tert-butyl)-4,14-dioxo-6,9,12-trioxa-3-azatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@H]1CN([C@@H](C1)C(=O)NCc1ccc(cc1)c1scnc1C)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,44,24,,MNUQUYIPHCWRAK-MNYREFGISA-N,OPSIN,,MNUQUYIPHCWRAK
10.1021/acs.jmedchem.1c02179,12,"N1-(4-((2-Aminophenyl)carbamoyl)phenyl)-N14-((S)-1-((2S,4S)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)-3,6,9,12-tetraoxatetradecanediamide",O[C@H]1CN([C@@H](C1)C(=O)NCc1ccc(cc1)c1scnc1C)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,6,24,,CJLCITMDOZXVCN-ZZWQEOSMSA-N,OPSIN,,CJLCITMDOZXVCN
10.1021/acs.jmedchem.1c02179,12,"N1-(4-((2-Aminophenyl)carbamoyl)phenyl)-N14-((S)-1-((2S,4S)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)-3,6,9,12-tetraoxatetradecanediamide",O[C@H]1CN([C@@H](C1)C(=O)NCc1ccc(cc1)c1scnc1C)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,5,24,,CJLCITMDOZXVCN-ZZWQEOSMSA-N,OPSIN,,CJLCITMDOZXVCN
10.1021/acs.jmedchem.1c02179,12,"N1-(4-((2-Aminophenyl)carbamoyl)phenyl)-N14-((S)-1-((2S,4S)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)-3,6,9,12-tetraoxatetradecanediamide",O[C@H]1CN([C@@H](C1)C(=O)NCc1ccc(cc1)c1scnc1C)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,22,24,,CJLCITMDOZXVCN-ZZWQEOSMSA-N,OPSIN,,CJLCITMDOZXVCN
10.1021/acs.jmedchem.1c02179,13,"(2S,4R)-1-((S)-2-(4-(4-(4-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-4-oxobutyl)piperazin-1-yl)butanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C([C@@H](NC(CCCN1CCN(CCCC(NC2=CC=C(C=C2)C(NC3=CC=CC=C3N)=O)=O)CC1)=O)C(C)(C)C)N4C[C@H](O)C[C@H]4C(NCC5=CC=C(C6=C(C)N=CS6)C=C5)=O,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,4,24,,BTSROZKIJVUHNO-IPQHXDNUSA-N,OPSIN,,BTSROZKIJVUHNO
10.1021/acs.jmedchem.1c02179,13,"(2S,4R)-1-((S)-2-(4-(4-(4-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-4-oxobutyl)piperazin-1-yl)butanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C([C@@H](NC(CCCN1CCN(CCCC(NC2=CC=C(C=C2)C(NC3=CC=CC=C3N)=O)=O)CC1)=O)C(C)(C)C)N4C[C@H](O)C[C@H]4C(NCC5=CC=C(C6=C(C)N=CS6)C=C5)=O,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,5,24,,BTSROZKIJVUHNO-IPQHXDNUSA-N,OPSIN,,BTSROZKIJVUHNO
10.1021/acs.jmedchem.1c02179,13,"(2S,4R)-1-((S)-2-(4-(4-(4-((4-((2-Aminophenyl)carbamoyl)phenyl)amino)-4-oxobutyl)piperazin-1-yl)butanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C([C@@H](NC(CCCN1CCN(CCCC(NC2=CC=C(C=C2)C(NC3=CC=CC=C3N)=O)=O)CC1)=O)C(C)(C)C)N4C[C@H](O)C[C@H]4C(NCC5=CC=C(C6=C(C)N=CS6)C=C5)=O,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,0,24,,BTSROZKIJVUHNO-IPQHXDNUSA-N,OPSIN,,BTSROZKIJVUHNO
10.1021/acs.jmedchem.1c02179,14,"N1-(4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)-N9-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)nonanediamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCCCC(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,41,24,,ZMQIQFPWRGOCBN-KTHCSKACSA-N,OPSIN,,ZMQIQFPWRGOCBN
10.1021/acs.jmedchem.1c02179,14,"N1-(4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)-N9-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)nonanediamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCCCC(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,13,24,,ZMQIQFPWRGOCBN-KTHCSKACSA-N,OPSIN,,ZMQIQFPWRGOCBN
10.1021/acs.jmedchem.1c02179,14,"N1-(4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)-N9-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)nonanediamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCCCC(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,39,24,,ZMQIQFPWRGOCBN-KTHCSKACSA-N,OPSIN,,ZMQIQFPWRGOCBN
10.1021/acs.jmedchem.1c02179,15,"N1-(4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)-N12-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)dodecanediamide",O=C(Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)CCCCCCCCCCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,61,24,,NEDMKPKINQQVSY-IPQHXDNUSA-N,OPSIN,,NEDMKPKINQQVSY
10.1021/acs.jmedchem.1c02179,15,"N1-(4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)-N12-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)dodecanediamide",O=C(Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)CCCCCCCCCCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,26,24,,NEDMKPKINQQVSY-IPQHXDNUSA-N,OPSIN,,NEDMKPKINQQVSY
10.1021/acs.jmedchem.1c02179,15,"N1-(4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)-N12-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)dodecanediamide",O=C(Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)CCCCCCCCCCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,51,24,,NEDMKPKINQQVSY-IPQHXDNUSA-N,OPSIN,,NEDMKPKINQQVSY
10.1021/acs.jmedchem.1c02179,16,"(2S,4R)-1-((S)-14-((4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)amino)-2-(tert-butyl)-4,14-dioxo-6,9,12-trioxa-3-azatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C(Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)COCCOCCOCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,11,24,,PZHPXXZQHPOAGY-MNYREFGISA-N,OPSIN,,PZHPXXZQHPOAGY
10.1021/acs.jmedchem.1c02179,16,"(2S,4R)-1-((S)-14-((4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)amino)-2-(tert-butyl)-4,14-dioxo-6,9,12-trioxa-3-azatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C(Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)COCCOCCOCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,0,24,,PZHPXXZQHPOAGY-MNYREFGISA-N,OPSIN,,PZHPXXZQHPOAGY
10.1021/acs.jmedchem.1c02179,16,"(2S,4R)-1-((S)-14-((4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)amino)-2-(tert-butyl)-4,14-dioxo-6,9,12-trioxa-3-azatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C(Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)COCCOCCOCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,37,24,,PZHPXXZQHPOAGY-MNYREFGISA-N,OPSIN,,PZHPXXZQHPOAGY
10.1021/acs.jmedchem.1c02179,17,"(2S,4R)-1-((S)-2-(2-((9-(2-((4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)amino)-2-oxoethoxy)nonyl)oxy)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C(Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)COCCCCCCCCCOCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,58,24,,AGMBKWPLZPKEGR-OUZJXKGJSA-N,OPSIN,,AGMBKWPLZPKEGR
10.1021/acs.jmedchem.1c02179,17,"(2S,4R)-1-((S)-2-(2-((9-(2-((4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)amino)-2-oxoethoxy)nonyl)oxy)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C(Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)COCCCCCCCCCOCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,23,24,,AGMBKWPLZPKEGR-OUZJXKGJSA-N,OPSIN,,AGMBKWPLZPKEGR
10.1021/acs.jmedchem.1c02179,17,"(2S,4R)-1-((S)-2-(2-((9-(2-((4-((2-Amino-4-fluorophenyl)carbamoyl)phenyl)amino)-2-oxoethoxy)nonyl)oxy)acetamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O=C(Nc1ccc(cc1)C(=O)Nc1ccc(cc1N)F)COCCCCCCCCCOCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,63,24,,AGMBKWPLZPKEGR-OUZJXKGJSA-N,OPSIN,,AGMBKWPLZPKEGR
10.1021/acs.jmedchem.1c02179,18,"N1-(4-((2-Amino-5-(thiophen-2-yl)phenyl)carbamoyl)phenyl)-N9-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)nonanediamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCCCC(=O)Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,6,24,,SLSLECNMOKDWNA-INMVVMDYSA-N,OPSIN,,SLSLECNMOKDWNA
10.1021/acs.jmedchem.1c02179,18,"N1-(4-((2-Amino-5-(thiophen-2-yl)phenyl)carbamoyl)phenyl)-N9-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)nonanediamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCCCC(=O)Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,6,24,,SLSLECNMOKDWNA-INMVVMDYSA-N,OPSIN,,SLSLECNMOKDWNA
10.1021/acs.jmedchem.1c02179,18,"N1-(4-((2-Amino-5-(thiophen-2-yl)phenyl)carbamoyl)phenyl)-N9-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)nonanediamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCCCC(=O)Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,3,24,,SLSLECNMOKDWNA-INMVVMDYSA-N,OPSIN,,SLSLECNMOKDWNA
10.1021/acs.jmedchem.1c02179,19,"N1-(4-((2-Amino-5-(thiophen-2-yl)phenyl)carbamoyl)phenyl)-N12-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)dodecanediamide",O=C(Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1)CCCCCCCCCCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,26,24,,PYFJRWPCHWNACA-PDZNDIJHSA-N,OPSIN,,PYFJRWPCHWNACA
10.1021/acs.jmedchem.1c02179,19,"N1-(4-((2-Amino-5-(thiophen-2-yl)phenyl)carbamoyl)phenyl)-N12-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)dodecanediamide",O=C(Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1)CCCCCCCCCCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,15,24,,PYFJRWPCHWNACA-PDZNDIJHSA-N,OPSIN,,PYFJRWPCHWNACA
10.1021/acs.jmedchem.1c02179,19,"N1-(4-((2-Amino-5-(thiophen-2-yl)phenyl)carbamoyl)phenyl)-N12-((S)-1-((2S,4R)-4-hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)dodecanediamide",O=C(Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1)CCCCCCCCCCC(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@@H](C[C@H]1C(=O)NCc1ccc(cc1)c1scnc1C)O,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,10,24,,PYFJRWPCHWNACA-PDZNDIJHSA-N,OPSIN,,PYFJRWPCHWNACA
10.1021/acs.jmedchem.1c02179,20,"(2S,4R)-1-((S)-14-((4-((2-Amino-5-(thiophen-2-yl)phenyl)carbamoyl)phenyl)amino)-2-(tert-butyl)-4,14-dioxo-6,9,12-trioxa-3-azatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,,,,22,24,,DMWWBSQOUPHWCN-YUCKTDLNSA-N,OPSIN,,DMWWBSQOUPHWCN
10.1021/acs.jmedchem.1c02179,20,"(2S,4R)-1-((S)-14-((4-((2-Amino-5-(thiophen-2-yl)phenyl)carbamoyl)phenyl)amino)-2-(tert-butyl)-4,14-dioxo-6,9,12-trioxa-3-azatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC2,VHL,quantitative western blotting,HCT116,,,,15,24,,DMWWBSQOUPHWCN-YUCKTDLNSA-N,OPSIN,,DMWWBSQOUPHWCN
10.1021/acs.jmedchem.1c02179,20,"(2S,4R)-1-((S)-14-((4-((2-Amino-5-(thiophen-2-yl)phenyl)carbamoyl)phenyl)amino)-2-(tert-butyl)-4,14-dioxo-6,9,12-trioxa-3-azatetradecanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide",O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCC(=O)Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1)C(=O)NCc1ccc(cc1)c1scnc1C,PAPER,HDAC3,VHL,quantitative western blotting,HCT116,,,,23,24,,DMWWBSQOUPHWCN-YUCKTDLNSA-N,OPSIN,,DMWWBSQOUPHWCN
10.1021/acs.jmedchem.1c02179,21,"(2S,4R)-1-((S)-2-Acetamido-3,3-dimethylbutanoyl)-N-(2-((12-((4-((2-aminophenyl)carbamoyl)phenyl)amino)-12-oxododecyl)oxy)-4-(4-methylthiazol-5-yl)benzyl)-4-hydroxypyrrolidine-2-carboxamide",O=C(Nc1ccc(cc1)C(=O)Nc1ccccc1N)CCCCCCCCCCCOc1cc(ccc1CNC(=O)[C@@H]1C[C@H](CN1C(=O)[C@H](C(C)(C)C)NC(=O)C)O)c1scnc1C,PAPER,HDAC1,VHL,quantitative western blotting,HCT116,3580 ± 620,nM,24,64,24,,XPJGKIYHVFVWKJ-XVYMMXEDSA-N,OPSIN,,XPJGKIYHVFVWKJ
