DOI,Compound_Name,IUPAC_Name,SMILES,SMILES_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Standard_InChIKey,Standard_InChIKey_Source,IUPAC_Name_Source,Connectivity_Key
10.1021/acsmedchemlett.4c00250,6,"N-((2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)methyl)-4-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)CNC(C1=CC=C(C=C1)F)=O)=O)=O,OPSIN,CK1α,CRBN,protein degradation profiling,,> 10000,nM,24,23,24.0,10 μM,ZKKBMXPIWFMOKF-UHFFFAOYSA-N,OPSIN,,ZKKBMXPIWFMOKF
10.1021/acsmedchemlett.4c00250,6,"N-((2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)methyl)-4-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)CNC(C1=CC=C(C=C1)F)=O)=O)=O,OPSIN,IKZF1,CRBN,protein degradation profiling,,80,nM,24,57,24.0,10 μM,ZKKBMXPIWFMOKF-UHFFFAOYSA-N,OPSIN,,ZKKBMXPIWFMOKF
10.1021/acsmedchemlett.4c00250,7,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-4-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC=C(C=C1)F)=O)=O)=O,OPSIN,CK1α,CRBN,protein degradation profiling,,10,nM,24,88,24.0,10 μM,XXJDKOPXHSTEEV-UHFFFAOYSA-N,OPSIN,,XXJDKOPXHSTEEV
10.1021/acsmedchemlett.4c00250,7,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-4-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC=C(C=C1)F)=O)=O)=O,OPSIN,IKZF1,CRBN,protein degradation profiling,,> 10000,nM,24,12,24.0,10 μM,XXJDKOPXHSTEEV-UHFFFAOYSA-N,OPSIN,,XXJDKOPXHSTEEV
10.1021/acsmedchemlett.4c00250,8,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)benzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC=CC=C1)=O)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,CIVWAWPQWLUMPF-UHFFFAOYSA-N,OPSIN,,CIVWAWPQWLUMPF
10.1021/acsmedchemlett.4c00250,9,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)cyclohexanecarboxamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(=O)C1CCCCC1)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,XOQKZQJWZWHWDF-UHFFFAOYSA-N,OPSIN,,XOQKZQJWZWHWDF
10.1021/acsmedchemlett.4c00250,10,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-N-methylbenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)N(C(C1=CC=CC=C1)=O)C)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,MYMJVTWBKDUFPG-UHFFFAOYSA-N,OPSIN,,MYMJVTWBKDUFPG
10.1021/acsmedchemlett.4c00250,11,"N-(2-(2,6-dioxopiperidin-3-yl)-3-oxoisoindolin-5-yl)-4-methylbenzamide",O=C1NC(CCC1N1CC2=CC=C(C=C2C1=O)NC(C1=CC=C(C=C1)C)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,PGSLSLNXMKCQFN-UHFFFAOYSA-N,OPSIN,,PGSLSLNXMKCQFN
10.1021/acsmedchemlett.4c00250,12,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)-4-methylbenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1=O)NC(C1=CC=C(C=C1)C)=O)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,IVMUUHKIZMAKOC-UHFFFAOYSA-N,OPSIN,,IVMUUHKIZMAKOC
10.1021/acsmedchemlett.4c00250,13,,,,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,,,,
10.1021/acsmedchemlett.4c00250,14,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-4-methylbenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC=C(C=C1)C)=O)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,XHFMAWKVKSEQSG-UHFFFAOYSA-N,OPSIN,,XHFMAWKVKSEQSG
10.1021/acsmedchemlett.4c00250,15,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-2-methylbenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=C(C=CC=C1)C)=O)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,YDKGAFLLEDYAIB-UHFFFAOYSA-N,OPSIN,,YDKGAFLLEDYAIB
10.1021/acsmedchemlett.4c00250,16,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-3-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC(=CC=C1)F)=O)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,IKDBDJNITQUCOU-UHFFFAOYSA-N,OPSIN,,IKDBDJNITQUCOU
10.1021/acsmedchemlett.4c00250,17,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-3-(trifluoromethyl)benzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC(=CC=C1)C(F)(F)F)=O)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,UCPCJPWMCSITTJ-UHFFFAOYSA-N,OPSIN,,UCPCJPWMCSITTJ
10.1021/acsmedchemlett.4c00250,18,"3-cyano-N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)benzamide",C(#N)C=1C=C(C(=O)NC=2C=C3CN(C(C3=CC2)=O)C2C(NC(CC2)=O)=O)C=CC1,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,LRPSTRPEQAKYBN-UHFFFAOYSA-N,OPSIN,,LRPSTRPEQAKYBN
10.1021/acsmedchemlett.4c00250,19,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-3-methoxybenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC(=CC=C1)OC)=O)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,MNOPHTXOYIDKKA-UHFFFAOYSA-N,OPSIN,,MNOPHTXOYIDKKA
10.1021/acsmedchemlett.4c00250,20,"3-(5-(imidazo[1,2-a]pyridin-3-ylamino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",N=1C=C(N2C1C=CC=C2)NC=2C=C1CN(C(C1=CC2)=O)C2C(NC(CC2)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,BSDDYEGUSIPCLX-UHFFFAOYSA-N,OPSIN,,BSDDYEGUSIPCLX
10.1021/acsmedchemlett.4c00250,21,"3-(5-((1-methyl-1H-indazol-3-yl)amino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",CN1N=C(C2=CC=CC=C12)NC=1C=C2CN(C(C2=CC1)=O)C1C(NC(CC1)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,JYSJONUYZGMXLG-UHFFFAOYSA-N,OPSIN,,JYSJONUYZGMXLG
10.1021/acsmedchemlett.4c00250,22,"3-(5-(benzo[d]oxazol-2-ylamino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",O1C(=NC2=C1C=CC=C2)NC=2C=C1CN(C(C1=CC2)=O)C2C(NC(CC2)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,WZMBCEZSOXUGFF-UHFFFAOYSA-N,OPSIN,,WZMBCEZSOXUGFF
10.1021/acsmedchemlett.4c00250,SJ3149,"3-[6-(1,2-benzoxazol-3-ylamino)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)NC4=NOC5=CC=CC=C54,PUBCHEM,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,AJUZTJBGJWQZFW-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,AJUZTJBGJWQZFW
10.1021/acsmedchemlett.4c00250,23,"3-(5-((6-fluorobenzo[d]isoxazol-3-yl)amino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",FC1=CC2=C(C(=NO2)NC=2C=C3CN(C(C3=CC2)=O)C2C(NC(CC2)=O)=O)C=C1,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,UCVSMXSTIHSRHC-UHFFFAOYSA-N,OPSIN,,UCVSMXSTIHSRHC
10.1021/acsmedchemlett.4c00250,24,"3-(5-((1-methyl-1H-indazol-3-yl)amino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",CN1N=C(C2=CC=CC=C12)NC=1C=C2CN(C(C2=CC1)=O)C1C(NC(CC1)=O)=O,OPSIN,IKZF1,CRBN,IKZF1-HiBiT kinetic degradation assay,Jurkat,> 10000,nM,,,,,JYSJONUYZGMXLG-UHFFFAOYSA-N,OPSIN,,JYSJONUYZGMXLG
10.1021/acsmedchemlett.4c00250,8,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)benzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC=CC=C1)=O)=O)=O,OPSIN,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,CIVWAWPQWLUMPF-UHFFFAOYSA-N,OPSIN,,CIVWAWPQWLUMPF
10.1021/acsmedchemlett.4c00250,13,,,,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,,,,
10.1021/acsmedchemlett.4c00250,14,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-4-methylbenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC=C(C=C1)C)=O)=O)=O,OPSIN,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,XHFMAWKVKSEQSG-UHFFFAOYSA-N,OPSIN,,XHFMAWKVKSEQSG
10.1021/acsmedchemlett.4c00250,15,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-2-methylbenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=C(C=CC=C1)C)=O)=O)=O,OPSIN,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,YDKGAFLLEDYAIB-UHFFFAOYSA-N,OPSIN,,YDKGAFLLEDYAIB
10.1021/acsmedchemlett.4c00250,16,"N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)-3-fluorobenzamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1)NC(C1=CC(=CC=C1)F)=O)=O)=O,OPSIN,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,IKDBDJNITQUCOU-UHFFFAOYSA-N,OPSIN,,IKDBDJNITQUCOU
10.1021/acsmedchemlett.4c00250,18,"3-cyano-N-(2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-5-yl)benzamide",C(#N)C=1C=C(C(=O)NC=2C=C3CN(C(C3=CC2)=O)C2C(NC(CC2)=O)=O)C=CC1,OPSIN,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,LRPSTRPEQAKYBN-UHFFFAOYSA-N,OPSIN,,LRPSTRPEQAKYBN
10.1021/acsmedchemlett.4c00250,20,"3-(5-(imidazo[1,2-a]pyridin-3-ylamino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",N=1C=C(N2C1C=CC=C2)NC=2C=C1CN(C(C1=CC2)=O)C2C(NC(CC2)=O)=O,OPSIN,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,BSDDYEGUSIPCLX-UHFFFAOYSA-N,OPSIN,,BSDDYEGUSIPCLX
10.1021/acsmedchemlett.4c00250,21,"3-(5-((1-methyl-1H-indazol-3-yl)amino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",CN1N=C(C2=CC=CC=C12)NC=1C=C2CN(C(C2=CC1)=O)C1C(NC(CC1)=O)=O,OPSIN,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,JYSJONUYZGMXLG-UHFFFAOYSA-N,OPSIN,,JYSJONUYZGMXLG
10.1021/acsmedchemlett.4c00250,22,"3-(5-(benzo[d]oxazol-2-ylamino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",O1C(=NC2=C1C=CC=C2)NC=2C=C1CN(C(C1=CC2)=O)C2C(NC(CC2)=O)=O,OPSIN,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,WZMBCEZSOXUGFF-UHFFFAOYSA-N,OPSIN,,WZMBCEZSOXUGFF
10.1021/acsmedchemlett.4c00250,SJ3149,"3-[6-(1,2-benzoxazol-3-ylamino)-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)NC4=NOC5=CC=CC=C54,PUBCHEM,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,AJUZTJBGJWQZFW-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,AJUZTJBGJWQZFW
10.1021/acsmedchemlett.4c00250,23,"3-(5-((6-fluorobenzo[d]isoxazol-3-yl)amino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",FC1=CC2=C(C(=NO2)NC=2C=C3CN(C(C3=CC2)=O)C2C(NC(CC2)=O)=O)C=C1,OPSIN,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,UCVSMXSTIHSRHC-UHFFFAOYSA-N,OPSIN,,UCVSMXSTIHSRHC
10.1021/acsmedchemlett.4c00250,24,"3-(5-((1-methyl-1H-indazol-3-yl)amino)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",CN1N=C(C2=CC=CC=C12)NC=1C=C2CN(C(C2=CC1)=O)C1C(NC(CC1)=O)=O,OPSIN,GSPT1,CRBN,GSPT1-HiBiT endpoint degradation assay,HEK293,> 10000,nM,24,,,,JYSJONUYZGMXLG-UHFFFAOYSA-N,OPSIN,,JYSJONUYZGMXLG
10.7554/eLife.59994,HQ005,2-(2-((6-(hydroxymethyl)pyridin-2-yl)amino)thiazol-4-yl)-N-(5-methylthiazol-2-yl)acetamide,OCC1=CC=CC(=N1)NC=1SC=C(N1)CC(=O)NC=1SC(=CN1)C,OPSIN,Cyclin K (CCNK),DDB1-CUL4-RBX1,CCNK-luc reporter (luciferase) degradation assay,HEK293T,41,nM,8,,,10 µM,RCCDIUZAPKBQLV-UHFFFAOYSA-N,OPSIN,,RCCDIUZAPKBQLV
10.1038/s41420-023-01754-x,CU-0904,"9H-Purin-6-amine, N-[(5,6-difluoro-1H-benzimidazol-2-yl)methyl]-9-(1-methyl-1H-pyrazol-4-yl)-2-(4-morpholinyl)-",FC1=CC2=C(NC(=N2)CNC2=C3N=CN(C3=NC(=N2)N2CCOCC2)C=2C=NN(C2)C)C=C1F,OPSIN,cyclin K,DDB1 (CRL4B),Immunoblot densitometry of cyclin K levels,A375,197,nM,2.0,,,,JVTYTNXXRWZBHG-UHFFFAOYSA-N,OPSIN,,JVTYTNXXRWZBHG
10.1038/s41420-023-01754-x,CU-0905,"9H-Purin-6-amine, N-[(6,7-difluoro-1H-benzimidazol-2-yl)methyl]-9-(1-methyl-1H-pyrazol-4-yl)-2-(4-morpholinyl)-",FC=1C=CC2=C(NC(=N2)CNC2=C3N=CN(C3=NC(=N2)N2CCOCC2)C=2C=NN(C2)C)C1F,OPSIN,cyclin K,DDB1 (CRL4B),Immunoblot densitometry of cyclin K levels,A375,241,nM,2.0,,,,YEKKFBQFUXNWHX-UHFFFAOYSA-N,OPSIN,,YEKKFBQFUXNWHX
10.1038/s41420-023-01754-x,CU-0906,,,,cyclin K,DDB1 (CRL4B),Immunoblot densitometry of cyclin K levels,A375,333,nM,2.0,,,,,,,
10.1002/mabi.202400427,MG-Lin1,,,,Lin28,RNF126,Western blot,PA-1,≈ 700,nM,,66.0,,1 µM,,,,
10.1038/s41420-023-01754-x,SR-4835,"N-[(5,6-dichloro-1H-benzimidazol-2-yl)methyl]-9-(1-methylpyrazol-4-yl)-2-morpholin-4-ylpurin-6-amine",CN1C=C(C=N1)N2C=NC3=C(N=C(N=C32)N4CCOCC4)NCC5=NC6=CC(=C(C=C6N5)Cl)Cl,PUBCHEM,cyclin K,DDB1 (CRL4B),Immunoblot densitometry of cyclin K levels,A375,112,nM,2.0,,,,FSELUFUYNUNZKD-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,FSELUFUYNUNZKD
10.1038/s42003-020-01240-5,pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,PUBCHEM,FLuc-S4D (Firefly luciferase fused to SALL4 degron),CRBN,Firefly luciferase activity assay,HEK293T,,,,90.0,3 h,10 µM,UVSMNLNDYGZFPF-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,UVSMNLNDYGZFPF
10.1016/j.ejmech.2024.116904,GNE011,,,,BRD4BD2,DCAF16,BRD4BD2-eGFP/mCherry reporter assay,K562,,,,50,16,,,,,
10.1016/j.ejmech.2024.116904,MMH1,"tert-butyl 2-[(9S)-4,5,13-trimethyl-7-[4-(prop-2-enoylamino)phenyl]-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetate",CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)NC(=O)C=C)C,PUBCHEM,BRD4BD2,DCAF16,BRD4BD2-eGFP/mCherry reporter assay,K562,0.3,nM,,95,16,,AEEGEVCKDJFBRN-IBGZPJMESA-N,PUBCHEM,PUBCHEM,AEEGEVCKDJFBRN
10.1016/j.ejmech.2024.116904,MMH249,,,,BRD4BD2,DCAF16,BRD4BD2-eGFP/mCherry reporter assay,K562,8,nM,,56,16,,,,,
10.1016/j.ejmech.2024.116904,MMH287,,,,BRD4BD2,DCAF16,BRD4BD2-eGFP/mCherry reporter assay,K562,51,nM,,69,16,,,,,
10.1016/j.ejmech.2024.116904,MMH2,"tert-butyl 2-[(9S)-7-[4-(ethenylsulfonylamino)phenyl]-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetate",CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)NS(=O)(=O)C=C)C,PUBCHEM,BRD4BD2,DCAF16,BRD4BD2-eGFP/mCherry reporter assay,K562,1,nM,,95,16,,FZRRESXAODIMQN-IBGZPJMESA-N,PUBCHEM,PUBCHEM,FZRRESXAODIMQN
10.1016/j.ejmech.2024.116904,TMX1,"tert-butyl 2-[(9S)-4,5,13-trimethyl-7-[4-[(E)-3-oxoprop-1-enyl]phenyl]-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetate",CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)/C=C/C=O)C,PUBCHEM,BRD4BD2,DCAF16,BRD4BD2-eGFP/mCherry reporter assay,K562,64,nM,,75,16,,SJISOGWQGIVAGX-DUIUGDAFSA-N,PUBCHEM,PUBCHEM,SJISOGWQGIVAGX
10.1016/j.ejmech.2024.116904,TMX4128,,,,BRD4BD2,DCAF16,BRD4BD2-eGFP/mCherry reporter assay,K562,703,nM,,69,16,,,,,
10.1016/j.ejmech.2024.116904,TMX458,,,,BRD4BD2,DCAF16,BRD4BD2-eGFP/mCherry reporter assay,K562,> 10000,nM,,10,16,,,,,
10.1021/acs.jmedchem.0c01313,CC-90009,"2-(4-chlorophenyl)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2,2-difluoroacetamide",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)CNC(=O)C(C4=CC=C(C=C4)Cl)(F)F,PUBCHEM,GSPT1,CRBN,immunoblot,MV4-11,1.6,nM,24.0,>90,24.0,,PWBHUSLMHZLGRN-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,PWBHUSLMHZLGRN
10.1021/acs.jmedchem.0c01313,CC-90009,"2-(4-chlorophenyl)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2,2-difluoroacetamide",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)CNC(=O)C(C4=CC=C(C=C4)Cl)(F)F,PUBCHEM,GSPT1,CRBN,immunoblot,MV4-11,,,,74,4.0,10 μM,PWBHUSLMHZLGRN-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,PWBHUSLMHZLGRN
10.1021/acs.jmedchem.0c01313,CC-90009,"2-(4-chlorophenyl)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2,2-difluoroacetamide",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)CNC(=O)C(C4=CC=C(C=C4)Cl)(F)F,PUBCHEM,IKZF1,CRBN,immunoblot,MV4-11,10.0,nM,24.0,>90,24.0,,PWBHUSLMHZLGRN-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,PWBHUSLMHZLGRN
10.1021/acs.jmedchem.0c01313,CC-90009,"2-(4-chlorophenyl)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2,2-difluoroacetamide",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC(=C3)CNC(=O)C(C4=CC=C(C=C4)Cl)(F)F,PUBCHEM,IKZF1,CRBN,immunoblot,MV4-11,,,,55,4.0,10 μM,PWBHUSLMHZLGRN-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,PWBHUSLMHZLGRN
10.1021/acs.jmedchem.0c01313,SJ6986,"N-(2-(2,6-Dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)-2-(trifluoromethoxy)benzenesulfonamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1=O)NS(=O)(=O)C1=C(C=CC=C1)OC(F)(F)F)=O)=O,OPSIN,GSPT1,CRBN,immunoblot,MV4-11,2.1,nM,24.0,,,,RKAFYSIKAVFVPS-UHFFFAOYSA-N,OPSIN,,RKAFYSIKAVFVPS
10.1021/acs.jmedchem.0c01313,SJ6986,"N-(2-(2,6-Dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)-2-(trifluoromethoxy)benzenesulfonamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1=O)NS(=O)(=O)C1=C(C=CC=C1)OC(F)(F)F)=O)=O,OPSIN,GSPT1,CRBN,immunoblot,MV4-11,9.7,nM,4.0,90,4.0,100 nM,RKAFYSIKAVFVPS-UHFFFAOYSA-N,OPSIN,,RKAFYSIKAVFVPS
10.1021/acs.jmedchem.0c01313,SJ6986,"N-(2-(2,6-Dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)-2-(trifluoromethoxy)benzenesulfonamide",O=C1NC(CCC1N1C(C2=CC=C(C=C2C1=O)NS(=O)(=O)C1=C(C=CC=C1)OC(F)(F)F)=O)=O,OPSIN,IKZF1,CRBN,immunoblot,MHH-CALL-4,,,,<=50,24.0,,RKAFYSIKAVFVPS-UHFFFAOYSA-N,OPSIN,,RKAFYSIKAVFVPS
10.1021/acs.jmedchem.0c01313,SJ7023,"3-Chloro-N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)-2-methylbenzenesulfonamide",ClC=1C(=C(C=CC1)S(=O)(=O)NC=1C=C2C(N(C(C2=CC1)=O)C1C(NC(CC1)=O)=O)=O)C,OPSIN,GSPT1,CRBN,immunoblot,MV4-11,10.0,nM,24.0,90,24.0,100 nM,FURMQZYSFFTQLK-UHFFFAOYSA-N,OPSIN,,FURMQZYSFFTQLK
10.1021/acs.jmedchem.0c01313,SJ7023,"3-Chloro-N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)-2-methylbenzenesulfonamide",ClC=1C(=C(C=CC1)S(=O)(=O)NC=1C=C2C(N(C(C2=CC1)=O)C1C(NC(CC1)=O)=O)=O)C,OPSIN,GSPT1,CRBN,immunoblot,MV4-11,,,,60,4.0,10 μM,FURMQZYSFFTQLK-UHFFFAOYSA-N,OPSIN,,FURMQZYSFFTQLK
10.1021/acs.jmedchem.0c01313,SJ7023,"3-Chloro-N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)-2-methylbenzenesulfonamide",ClC=1C(=C(C=CC1)S(=O)(=O)NC=1C=C2C(N(C(C2=CC1)=O)C1C(NC(CC1)=O)=O)=O)C,OPSIN,IKZF1,CRBN,immunoblot,MHH-CALL-4,,,,<=50,24.0,,FURMQZYSFFTQLK-UHFFFAOYSA-N,OPSIN,,FURMQZYSFFTQLK
10.1021/acs.jmedchem.1c02175,10a,"N-((3R,5S)-1-(5-Chloro-4-(((S)-2-cyclopropyl-3,3-difluoro-7-methyl-6-oxo-1,2,3,4,6,7-hexahydro-[1,4]oxazepino[2,3-c]quinolin-10-yl)amino)pyrimidin-2-yl)-5-methylpiperidin-3-yl)acetamide",ClC=1C(=NC(=NC1)N1C[C@@H](C[C@@H](C1)C)NC(C)=O)NC1=CC=2C3=C(C(N(C2C=C1)C)=O)OCC([C@@H](N3)C3CC3)(F)F,OPSIN,BCL6,SIAH1,MSD degrader assay,OCI-Ly1,2.2,nM,,67.00,,,YJEGTRPXGMXUTO-IKGLDXFJSA-N,OPSIN,,YJEGTRPXGMXUTO
